enrolment_id,student_id,year_of_enrolment,enrolled_year_level,enrolled_school_id,enrolled_class,flag_current_enrolment
788_0_2020,788,2020,2,0,Class_B,0
789_0_2020,789,2020,2,0,Class_A,0
790_0_2020,790,2020,9,0,Class_B,0
791_0_2020,791,2020,0,0,Class_C,0
792_0_2020,792,2020,9,0,Class_C,0
793_0_2020,793,2020,9,0,Class_C,0
794_0_2020,794,2020,5,0,Class_C,0
795_0_2020,795,2020,9,0,Class_A,0
796_0_2020,796,2020,0,0,Class_C,0
797_0_2020,797,2020,5,0,Class_B,0
798_0_2020,798,2020,8,0,Class_C,0
799_0_2020,799,2020,11,0,Class_A,0
800_0_2020,800,2020,7,0,Class_C,0
801_0_2020,801,2020,2,0,Class_B,0
802_0_2020,802,2020,2,0,Class_A,0
803_0_2020,803,2020,8,0,Class_B,0
804_0_2020,804,2020,2,0,Class_B,0
805_0_2020,805,2020,5,0,Class_A,0
806_0_2020,806,2020,10,0,Class_C,0
807_0_2020,807,2020,7,0,Class_A,0
808_0_2020,808,2020,3,0,Class_C,0
809_0_2020,809,2020,9,0,Class_A,0
810_0_2020,810,2020,3,0,Class_B,0
811_0_2020,811,2020,4,0,Class_B,0
812_0_2020,812,2020,6,0,Class_C,0
813_0_2020,813,2020,1,0,Class_C,0
814_0_2020,814,2020,0,0,Class_C,0
815_0_2020,815,2020,0,0,Class_A,0
816_0_2020,816,2020,9,0,Class_A,0
817_0_2020,817,2020,5,0,Class_A,0
818_0_2020,818,2020,2,0,Class_A,0
819_0_2020,819,2020,7,0,Class_C,0
820_0_2020,820,2020,6,0,Class_B,0
821_0_2020,821,2020,2,0,Class_B,0
822_0_2020,822,2020,7,0,Class_C,0
823_0_2020,823,2020,1,0,Class_A,0
824_0_2020,824,2020,6,0,Class_B,0
825_0_2020,825,2020,5,0,Class_C,0
826_0_2020,826,2020,3,0,Class_B,0
827_0_2020,827,2020,3,0,Class_A,0
828_0_2020,828,2020,10,0,Class_A,0
829_0_2020,829,2020,8,0,Class_C,0
830_0_2020,830,2020,7,0,Class_B,0
831_0_2020,831,2020,0,0,Class_C,0
832_0_2020,832,2020,0,0,Class_B,0
833_0_2020,833,2020,3,0,Class_B,0
834_0_2020,834,2020,3,0,Class_A,0
835_0_2020,835,2020,11,0,Class_B,0
836_0_2020,836,2020,1,0,Class_A,0
837_0_2020,837,2020,5,0,Class_C,0
838_0_2020,838,2020,8,0,Class_B,0
839_0_2020,839,2020,1,0,Class_C,0
840_0_2020,840,2020,10,0,Class_B,0
841_0_2020,841,2020,1,0,Class_C,0
842_0_2020,842,2020,8,0,Class_B,0
843_0_2020,843,2020,4,0,Class_B,0
844_0_2020,844,2020,2,0,Class_C,0
845_0_2020,845,2020,3,0,Class_A,0
846_0_2020,846,2020,10,0,Class_B,0
847_0_2020,847,2020,9,0,Class_B,0
848_0_2020,848,2020,11,0,Class_C,0
849_0_2020,849,2020,9,0,Class_A,0
850_0_2020,850,2020,0,0,Class_A,0
851_0_2020,851,2020,1,0,Class_C,0
852_0_2020,852,2020,11,0,Class_B,0
853_0_2020,853,2020,6,0,Class_C,0
854_0_2020,854,2020,0,0,Class_B,0
855_0_2020,855,2020,6,0,Class_C,0
856_0_2020,856,2020,10,0,Class_B,0
857_0_2020,857,2020,0,0,Class_C,0
858_0_2020,858,2020,1,0,Class_B,0
859_0_2020,859,2020,6,0,Class_A,0
860_0_2020,860,2020,11,0,Class_A,0
861_0_2020,861,2020,11,0,Class_A,0
862_0_2020,862,2020,9,0,Class_B,0
863_0_2020,863,2020,9,0,Class_C,0
864_0_2020,864,2020,8,0,Class_A,0
865_0_2020,865,2020,6,0,Class_B,0
866_0_2020,866,2020,3,0,Class_B,0
867_0_2020,867,2020,1,0,Class_A,0
868_0_2020,868,2020,11,0,Class_B,0
869_0_2020,869,2020,10,0,Class_C,0
870_0_2020,870,2020,7,0,Class_A,0
871_0_2020,871,2020,9,0,Class_A,0
872_0_2020,872,2020,7,0,Class_C,0
873_0_2020,873,2020,11,0,Class_A,0
874_0_2020,874,2020,1,0,Class_B,0
875_0_2020,875,2020,5,0,Class_C,0
876_0_2020,876,2020,8,0,Class_B,0
877_0_2020,877,2020,10,0,Class_B,0
878_0_2020,878,2020,6,0,Class_B,0
879_0_2020,879,2020,3,0,Class_B,0
880_0_2020,880,2020,3,0,Class_B,0
881_0_2020,881,2020,11,0,Class_C,0
882_0_2020,882,2020,10,0,Class_B,0
883_0_2020,883,2020,1,0,Class_C,0
884_0_2020,884,2020,0,0,Class_B,0
885_0_2020,885,2020,4,0,Class_A,0
886_0_2020,886,2020,1,0,Class_A,0
887_0_2020,887,2020,10,0,Class_A,0
888_0_2020,888,2020,10,0,Class_A,0
889_0_2020,889,2020,6,0,Class_C,0
890_0_2020,890,2020,6,0,Class_C,0
891_0_2020,891,2020,11,0,Class_B,0
892_0_2020,892,2020,8,0,Class_C,0
893_0_2020,893,2020,10,0,Class_A,0
894_0_2020,894,2020,10,0,Class_C,0
895_0_2020,895,2020,10,0,Class_B,0
896_0_2020,896,2020,1,0,Class_B,0
897_0_2020,897,2020,3,0,Class_A,0
898_0_2020,898,2020,1,0,Class_A,0
899_0_2020,899,2020,8,0,Class_A,0
900_0_2020,900,2020,3,0,Class_B,0
901_0_2020,901,2020,4,0,Class_B,0
902_0_2020,902,2020,0,0,Class_A,0
903_0_2020,903,2020,3,0,Class_B,0
904_0_2020,904,2020,5,0,Class_C,0
905_0_2020,905,2020,7,0,Class_A,0
906_0_2020,906,2020,8,0,Class_A,0
907_0_2020,907,2020,0,0,Class_A,0
908_0_2020,908,2020,7,0,Class_B,0
909_0_2020,909,2020,5,0,Class_C,0
910_0_2020,910,2020,10,0,Class_C,0
911_0_2020,911,2020,3,0,Class_B,0
912_0_2020,912,2020,4,0,Class_A,0
913_0_2020,913,2020,9,0,Class_B,0
914_0_2020,914,2020,9,0,Class_B,0
915_0_2020,915,2020,0,0,Class_A,0
916_0_2020,916,2020,5,0,Class_C,0
917_0_2020,917,2020,5,0,Class_A,0
918_0_2020,918,2020,7,0,Class_A,0
919_0_2020,919,2020,1,0,Class_B,0
920_0_2020,920,2020,10,0,Class_A,0
921_0_2020,921,2020,1,0,Class_A,0
922_0_2020,922,2020,7,0,Class_B,0
923_0_2020,923,2020,9,0,Class_C,0
924_0_2020,924,2020,1,0,Class_C,0
925_0_2020,925,2020,7,0,Class_A,0
926_0_2020,926,2020,10,0,Class_C,0
927_0_2020,927,2020,2,0,Class_C,0
928_0_2020,928,2020,1,0,Class_A,0
929_0_2020,929,2020,5,0,Class_B,0
930_0_2020,930,2020,6,0,Class_A,0
931_0_2020,931,2020,1,0,Class_C,0
932_0_2020,932,2020,8,0,Class_C,0
933_0_2020,933,2020,8,0,Class_B,0
934_0_2020,934,2020,6,0,Class_C,0
935_0_2020,935,2020,4,0,Class_A,0
936_0_2020,936,2020,3,0,Class_C,0
937_0_2020,937,2020,0,0,Class_B,0
938_0_2020,938,2020,7,0,Class_A,0
939_0_2020,939,2020,8,0,Class_B,0
940_0_2020,940,2020,1,0,Class_A,0
941_0_2020,941,2020,10,0,Class_A,0
942_0_2020,942,2020,3,0,Class_B,0
943_0_2020,943,2020,11,0,Class_C,0
944_0_2020,944,2020,6,0,Class_C,0
945_0_2020,945,2020,4,0,Class_B,0
946_0_2020,946,2020,7,0,Class_B,0
947_0_2020,947,2020,11,0,Class_B,0
948_0_2020,948,2020,0,0,Class_C,0
949_0_2020,949,2020,8,0,Class_B,0
950_0_2020,950,2020,6,0,Class_B,0
951_0_2020,951,2020,11,0,Class_C,0
952_0_2020,952,2020,6,0,Class_C,0
953_0_2020,953,2020,4,0,Class_C,0
954_0_2020,954,2020,11,0,Class_A,0
955_0_2020,955,2020,5,0,Class_C,0
956_0_2020,956,2020,2,0,Class_A,0
957_0_2020,957,2020,0,0,Class_A,0
958_0_2020,958,2020,6,0,Class_C,0
959_0_2020,959,2020,11,0,Class_B,0
960_0_2020,960,2020,8,0,Class_C,0
961_0_2020,961,2020,11,0,Class_B,0
962_0_2020,962,2020,9,0,Class_B,0
963_0_2020,963,2020,1,0,Class_A,0
964_0_2020,964,2020,7,0,Class_C,0
965_0_2020,965,2020,11,0,Class_B,0
966_0_2020,966,2020,0,0,Class_C,0
967_0_2020,967,2020,6,0,Class_B,0
968_0_2020,968,2020,0,0,Class_B,0
969_0_2020,969,2020,11,0,Class_A,0
970_0_2020,970,2020,5,0,Class_A,0
971_0_2020,971,2020,7,0,Class_C,0
972_0_2020,972,2020,7,0,Class_A,0
973_0_2020,973,2020,8,0,Class_B,0
974_0_2020,974,2020,2,0,Class_B,0
975_0_2020,975,2020,9,0,Class_B,0
976_0_2020,976,2020,2,0,Class_B,0
977_0_2020,977,2020,3,0,Class_C,0
978_0_2020,978,2020,8,0,Class_B,0
979_0_2020,979,2020,8,0,Class_A,0
980_0_2020,980,2020,11,0,Class_A,0
981_0_2020,981,2020,10,0,Class_A,0
982_0_2020,982,2020,5,0,Class_A,0
983_0_2020,983,2020,6,0,Class_B,0
984_0_2020,984,2020,4,0,Class_B,0
985_0_2020,985,2020,2,0,Class_B,0
986_0_2020,986,2020,3,0,Class_C,0
987_0_2020,987,2020,4,0,Class_A,0
988_0_2020,988,2020,8,0,Class_C,0
989_0_2020,989,2020,2,0,Class_C,0
990_0_2020,990,2020,4,0,Class_A,0
991_0_2020,991,2020,11,0,Class_C,0
992_0_2020,992,2020,0,0,Class_C,0
993_0_2020,993,2020,6,0,Class_A,0
994_0_2020,994,2020,6,0,Class_B,0
995_0_2020,995,2020,9,0,Class_A,0
996_0_2020,996,2020,3,0,Class_C,0
997_0_2020,997,2020,11,0,Class_C,0
998_0_2020,998,2020,11,0,Class_C,0
999_0_2020,999,2020,7,0,Class_A,0
1000_0_2020,1000,2020,2,0,Class_B,0
1001_0_2020,1001,2020,5,0,Class_B,0
1002_0_2020,1002,2020,0,0,Class_B,0
1003_0_2020,1003,2020,10,0,Class_C,0
1004_0_2020,1004,2020,9,0,Class_B,0
1005_0_2020,1005,2020,9,0,Class_A,0
1006_0_2020,1006,2020,7,0,Class_A,0
1007_0_2020,1007,2020,8,0,Class_B,0
1008_0_2020,1008,2020,8,0,Class_B,0
1009_0_2020,1009,2020,11,0,Class_C,0
1010_0_2020,1010,2020,4,0,Class_B,0
1011_0_2020,1011,2020,8,0,Class_A,0
1012_0_2020,1012,2020,5,0,Class_A,0
1013_0_2020,1013,2020,0,0,Class_C,0
1014_0_2020,1014,2020,3,0,Class_C,0
1015_0_2020,1015,2020,9,0,Class_C,0
1016_0_2020,1016,2020,10,0,Class_B,0
1017_0_2020,1017,2020,6,0,Class_A,0
1018_0_2020,1018,2020,7,0,Class_C,0
1019_0_2020,1019,2020,2,0,Class_A,0
1020_0_2020,1020,2020,11,0,Class_C,0
1021_0_2020,1021,2020,11,0,Class_A,0
1022_0_2020,1022,2020,1,0,Class_A,0
1023_0_2020,1023,2020,5,0,Class_C,0
1024_0_2020,1024,2020,10,0,Class_B,0
1025_0_2020,1025,2020,7,0,Class_B,0
1026_0_2020,1026,2020,2,0,Class_C,0
1027_0_2020,1027,2020,0,0,Class_C,0
1028_0_2020,1028,2020,10,0,Class_B,0
1029_0_2020,1029,2020,1,0,Class_C,0
1030_0_2020,1030,2020,7,0,Class_B,0
1031_0_2020,1031,2020,6,0,Class_A,0
1032_0_2020,1032,2020,5,0,Class_C,0
1033_0_2020,1033,2020,3,0,Class_C,0
1034_0_2020,1034,2020,3,0,Class_A,0
1035_0_2020,1035,2020,3,0,Class_B,0
1036_0_2020,1036,2020,5,0,Class_B,0
1037_0_2020,1037,2020,4,0,Class_B,0
1038_0_2020,1038,2020,9,0,Class_B,0
1039_0_2020,1039,2020,4,0,Class_A,0
1040_0_2020,1040,2020,6,0,Class_B,0
1041_0_2020,1041,2020,4,0,Class_C,0
1042_0_2020,1042,2020,5,0,Class_B,0
1043_0_2020,1043,2020,1,0,Class_C,0
1044_0_2020,1044,2020,3,0,Class_B,0
1045_0_2020,1045,2020,5,0,Class_C,0
1046_0_2020,1046,2020,5,0,Class_A,0
1047_0_2020,1047,2020,1,0,Class_C,0
1048_0_2020,1048,2020,3,0,Class_A,0
1049_0_2020,1049,2020,0,0,Class_B,0
1050_0_2020,1050,2020,9,0,Class_A,0
1051_0_2020,1051,2020,7,0,Class_C,0
1052_0_2020,1052,2020,11,0,Class_B,0
1053_0_2020,1053,2020,0,0,Class_B,0
1054_0_2020,1054,2020,7,0,Class_C,0
1055_0_2020,1055,2020,3,0,Class_A,0
1056_0_2020,1056,2020,5,0,Class_A,0
1057_0_2020,1057,2020,6,0,Class_C,0
1058_0_2020,1058,2020,2,0,Class_A,0
1059_0_2020,1059,2020,6,0,Class_C,0
1060_0_2020,1060,2020,11,0,Class_C,0
1061_0_2020,1061,2020,5,0,Class_A,0
1062_0_2020,1062,2020,10,0,Class_B,0
1063_0_2020,1063,2020,0,0,Class_C,0
1064_0_2020,1064,2020,8,0,Class_B,0
1065_0_2020,1065,2020,4,0,Class_A,0
1066_0_2020,1066,2020,6,0,Class_C,0
1067_0_2020,1067,2020,7,0,Class_A,0
1068_0_2020,1068,2020,3,0,Class_B,0
1069_0_2020,1069,2020,4,0,Class_C,0
1070_0_2020,1070,2020,10,0,Class_B,0
1071_0_2020,1071,2020,10,0,Class_B,0
1072_0_2020,1072,2020,10,0,Class_B,0
1073_0_2020,1073,2020,3,0,Class_A,0
1074_0_2020,1074,2020,10,0,Class_A,0
1075_0_2020,1075,2020,9,0,Class_A,0
1076_0_2020,1076,2020,1,0,Class_C,0
1077_0_2020,1077,2020,2,0,Class_B,0
1078_0_2020,1078,2020,9,0,Class_C,0
1079_0_2020,1079,2020,9,0,Class_B,0
1080_0_2020,1080,2020,2,0,Class_C,0
1081_0_2020,1081,2020,9,0,Class_A,0
1082_0_2020,1082,2020,5,0,Class_B,0
1083_0_2020,1083,2020,2,0,Class_C,0
1084_0_2020,1084,2020,10,0,Class_A,0
1085_0_2020,1085,2020,11,0,Class_A,0
1086_0_2020,1086,2020,10,0,Class_A,0
1087_0_2020,1087,2020,7,0,Class_A,0
1088_0_2020,1088,2020,4,0,Class_C,0
1089_0_2020,1089,2020,10,0,Class_B,0
1090_0_2020,1090,2020,3,0,Class_B,0
1091_0_2020,1091,2020,1,0,Class_B,0
1092_0_2020,1092,2020,5,0,Class_B,0
1093_0_2020,1093,2020,4,0,Class_C,0
1094_0_2020,1094,2020,3,0,Class_C,0
1095_0_2020,1095,2020,4,0,Class_A,0
1096_0_2020,1096,2020,5,0,Class_C,0
1097_0_2020,1097,2020,9,0,Class_A,0
1098_0_2020,1098,2020,10,0,Class_C,0
1099_0_2020,1099,2020,11,0,Class_A,0
1100_0_2020,1100,2020,0,0,Class_C,0
1101_0_2020,1101,2020,3,0,Class_C,0
1102_0_2020,1102,2020,0,0,Class_A,0
1103_0_2020,1103,2020,11,0,Class_A,0
1104_0_2020,1104,2020,6,0,Class_B,0
1105_0_2020,1105,2020,7,0,Class_B,0
1106_0_2020,1106,2020,3,0,Class_B,0
1107_0_2020,1107,2020,9,0,Class_B,0
1108_0_2020,1108,2020,1,0,Class_A,0
1109_0_2020,1109,2020,11,0,Class_B,0
1110_0_2020,1110,2020,1,0,Class_C,0
1111_0_2020,1111,2020,3,0,Class_B,0
1112_0_2020,1112,2020,10,0,Class_B,0
1113_0_2020,1113,2020,10,0,Class_A,0
1114_0_2020,1114,2020,4,0,Class_A,0
1115_0_2020,1115,2020,9,0,Class_C,0
1116_0_2020,1116,2020,0,0,Class_B,0
1117_0_2020,1117,2020,3,0,Class_B,0
1118_0_2020,1118,2020,2,0,Class_C,0
1119_0_2020,1119,2020,4,0,Class_B,0
1120_0_2020,1120,2020,7,0,Class_B,0
1121_0_2020,1121,2020,10,0,Class_C,0
1122_0_2020,1122,2020,0,0,Class_A,0
1123_0_2020,1123,2020,11,0,Class_A,0
1124_0_2020,1124,2020,0,0,Class_B,0
1125_0_2020,1125,2020,6,0,Class_A,0
1126_0_2020,1126,2020,2,0,Class_B,0
1127_0_2020,1127,2020,7,0,Class_C,0
1128_0_2020,1128,2020,6,0,Class_C,0
1129_0_2020,1129,2020,6,0,Class_A,0
1130_0_2020,1130,2020,8,0,Class_B,0
1131_0_2020,1131,2020,2,0,Class_B,0
1132_0_2020,1132,2020,6,0,Class_A,0
1133_0_2020,1133,2020,0,0,Class_C,0
1134_0_2020,1134,2020,9,0,Class_C,0
1135_0_2020,1135,2020,9,0,Class_A,0
1136_0_2020,1136,2020,8,0,Class_C,0
1137_0_2020,1137,2020,2,0,Class_B,0
1138_0_2020,1138,2020,11,0,Class_B,0
1139_0_2020,1139,2020,3,0,Class_B,0
1140_0_2020,1140,2020,4,0,Class_A,0
1141_0_2020,1141,2020,1,0,Class_A,0
1142_0_2020,1142,2020,2,0,Class_B,0
1143_0_2020,1143,2020,3,0,Class_B,0
1144_0_2020,1144,2020,8,0,Class_A,0
1145_0_2020,1145,2020,6,0,Class_A,0
1146_0_2020,1146,2020,6,0,Class_A,0
1147_0_2020,1147,2020,10,0,Class_C,0
1148_0_2020,1148,2020,7,0,Class_B,0
1149_0_2020,1149,2020,0,0,Class_A,0
1150_0_2020,1150,2020,1,0,Class_C,0
1151_0_2020,1151,2020,9,0,Class_A,0
1152_0_2020,1152,2020,3,0,Class_C,0
1153_0_2020,1153,2020,11,0,Class_B,0
1154_0_2020,1154,2020,8,0,Class_C,0
1155_0_2020,1155,2020,11,0,Class_B,0
1156_0_2020,1156,2020,10,0,Class_B,0
1157_0_2020,1157,2020,1,0,Class_B,0
1158_0_2020,1158,2020,2,0,Class_C,0
1159_0_2020,1159,2020,8,0,Class_A,0
1160_0_2020,1160,2020,1,0,Class_B,0
1161_0_2020,1161,2020,6,0,Class_C,0
1162_0_2020,1162,2020,4,0,Class_B,0
1163_0_2020,1163,2020,3,0,Class_C,0
1164_0_2020,1164,2020,6,0,Class_B,0
1165_0_2020,1165,2020,4,0,Class_A,0
1166_0_2020,1166,2020,6,0,Class_B,0
1167_0_2020,1167,2020,2,0,Class_B,0
1168_0_2020,1168,2020,5,0,Class_A,0
1169_0_2020,1169,2020,4,0,Class_C,0
1170_0_2020,1170,2020,0,0,Class_B,0
1171_0_2020,1171,2020,1,0,Class_B,0
1172_0_2020,1172,2020,1,0,Class_A,0
1173_0_2020,1173,2020,9,0,Class_B,0
1174_0_2020,1174,2020,11,0,Class_A,0
1175_0_2020,1175,2020,4,0,Class_B,0
1176_0_2020,1176,2020,7,0,Class_C,0
1177_0_2020,1177,2020,4,0,Class_B,0
1178_0_2020,1178,2020,10,0,Class_C,0
1179_0_2020,1179,2020,7,0,Class_A,0
1180_0_2020,1180,2020,6,0,Class_C,0
1181_0_2020,1181,2020,5,0,Class_A,0
1182_0_2020,1182,2020,8,0,Class_A,0
1183_0_2020,1183,2020,11,0,Class_C,0
1184_0_2020,1184,2020,5,0,Class_C,0
1185_0_2020,1185,2020,6,0,Class_A,0
1186_0_2020,1186,2020,9,0,Class_A,0
1187_0_2020,1187,2020,1,0,Class_C,0
1188_0_2020,1188,2020,3,0,Class_A,0
1189_0_2020,1189,2020,7,0,Class_C,0
1190_0_2020,1190,2020,4,0,Class_C,0
1191_0_2020,1191,2020,9,0,Class_A,0
1192_0_2020,1192,2020,8,0,Class_A,0
1193_0_2020,1193,2020,11,0,Class_C,0
1194_0_2020,1194,2020,7,0,Class_A,0
1195_0_2020,1195,2020,2,0,Class_C,0
1196_0_2020,1196,2020,2,0,Class_A,0
1197_0_2020,1197,2020,9,0,Class_C,0
1198_0_2020,1198,2020,6,0,Class_C,0
1199_0_2020,1199,2020,2,0,Class_B,0
1200_0_2020,1200,2020,3,0,Class_B,0
1201_0_2020,1201,2020,5,0,Class_A,0
1202_0_2020,1202,2020,9,0,Class_C,0
1203_0_2020,1203,2020,3,0,Class_B,0
1204_0_2020,1204,2020,7,0,Class_A,0
1205_0_2020,1205,2020,8,0,Class_A,0
1206_0_2020,1206,2020,7,0,Class_B,0
1207_0_2020,1207,2020,9,0,Class_A,0
1208_0_2020,1208,2020,2,0,Class_A,0
1209_0_2020,1209,2020,7,0,Class_A,0
1210_0_2020,1210,2020,10,0,Class_B,0
1211_0_2020,1211,2020,6,0,Class_A,0
1212_0_2020,1212,2020,2,0,Class_C,0
1213_0_2020,1213,2020,0,0,Class_A,0
1214_0_2020,1214,2020,4,0,Class_C,0
1215_0_2020,1215,2020,2,0,Class_C,0
1216_0_2020,1216,2020,2,0,Class_A,0
1217_0_2020,1217,2020,10,0,Class_A,0
1218_0_2020,1218,2020,6,0,Class_B,0
1219_0_2020,1219,2020,9,0,Class_A,0
1220_0_2020,1220,2020,9,0,Class_C,0
1221_0_2020,1221,2020,7,0,Class_B,0
1222_0_2020,1222,2020,8,0,Class_B,0
1223_0_2020,1223,2020,5,0,Class_A,0
1224_0_2020,1224,2020,1,0,Class_C,0
1225_0_2020,1225,2020,4,0,Class_B,0
1226_0_2020,1226,2020,6,0,Class_C,0
1227_0_2020,1227,2020,9,0,Class_C,0
1228_0_2020,1228,2020,3,0,Class_B,0
1229_0_2020,1229,2020,11,0,Class_A,0
1230_0_2020,1230,2020,11,0,Class_B,0
1231_0_2020,1231,2020,0,0,Class_C,0
1232_0_2020,1232,2020,3,0,Class_B,0
1233_0_2020,1233,2020,4,0,Class_A,0
1234_0_2020,1234,2020,9,0,Class_C,0
1235_0_2020,1235,2020,10,0,Class_A,0
1236_0_2020,1236,2020,11,0,Class_A,0
1237_0_2020,1237,2020,6,0,Class_B,0
1238_0_2020,1238,2020,3,0,Class_C,0
1239_0_2020,1239,2020,8,0,Class_B,0
1240_0_2020,1240,2020,1,0,Class_A,0
1241_0_2020,1241,2020,9,0,Class_C,0
1242_0_2020,1242,2020,9,0,Class_A,0
1243_0_2020,1243,2020,3,0,Class_C,0
1244_0_2020,1244,2020,9,0,Class_B,0
1245_0_2020,1245,2020,1,0,Class_A,0
1246_0_2020,1246,2020,7,0,Class_A,0
1247_0_2020,1247,2020,0,0,Class_B,0
1248_0_2020,1248,2020,7,0,Class_B,0
1249_0_2020,1249,2020,1,0,Class_A,0
1250_0_2020,1250,2020,3,0,Class_B,0
1251_0_2020,1251,2020,10,0,Class_C,0
1252_0_2020,1252,2020,11,0,Class_B,0
1253_0_2020,1253,2020,11,0,Class_C,0
1254_0_2020,1254,2020,0,0,Class_B,0
1255_0_2020,1255,2020,5,0,Class_C,0
1256_0_2020,1256,2020,2,0,Class_A,0
1257_0_2020,1257,2020,10,0,Class_B,0
1258_0_2020,1258,2020,3,0,Class_A,0
1259_0_2020,1259,2020,9,0,Class_B,0
1260_0_2020,1260,2020,1,0,Class_A,0
1261_0_2020,1261,2020,3,0,Class_C,0
1262_0_2020,1262,2020,1,0,Class_A,0
1263_0_2020,1263,2020,0,0,Class_B,0
1264_0_2020,1264,2020,9,0,Class_C,0
1265_0_2020,1265,2020,5,0,Class_C,0
1266_0_2020,1266,2020,1,0,Class_A,0
1267_0_2020,1267,2020,5,0,Class_B,0
1268_0_2020,1268,2020,2,0,Class_C,0
1269_0_2020,1269,2020,7,0,Class_A,0
1270_0_2020,1270,2020,8,0,Class_B,0
1271_0_2020,1271,2020,11,0,Class_C,0
1272_0_2020,1272,2020,8,0,Class_C,0
1273_0_2020,1273,2020,11,0,Class_B,0
1274_0_2020,1274,2020,10,0,Class_A,0
1275_0_2020,1275,2020,3,0,Class_A,0
1276_0_2020,1276,2020,8,0,Class_B,0
1277_0_2020,1277,2020,1,0,Class_B,0
1278_0_2020,1278,2020,7,0,Class_A,0
1279_0_2020,1279,2020,2,0,Class_A,0
1280_0_2020,1280,2020,2,0,Class_A,0
1281_0_2020,1281,2020,1,0,Class_C,0
1282_0_2020,1282,2020,10,0,Class_A,0
1283_0_2020,1283,2020,6,0,Class_A,0
1284_0_2020,1284,2020,1,0,Class_C,0
1285_0_2020,1285,2020,8,0,Class_C,0
1286_0_2020,1286,2020,4,0,Class_C,0
1287_0_2020,1287,2020,3,0,Class_B,0
1288_0_2020,1288,2020,7,0,Class_B,0
1289_0_2020,1289,2020,1,0,Class_B,0
1290_0_2020,1290,2020,11,0,Class_B,0
1291_0_2020,1291,2020,2,0,Class_A,0
1292_0_2020,1292,2020,4,0,Class_A,0
1293_1_2020,1293,2020,5,1,Class_A,0
1294_1_2020,1294,2020,5,1,Class_A,0
1295_1_2020,1295,2020,1,1,Class_A,0
1296_1_2020,1296,2020,0,1,Class_A,0
1297_1_2020,1297,2020,4,1,Class_A,0
1298_1_2020,1298,2020,5,1,Class_A,0
1299_1_2020,1299,2020,3,1,Class_A,0
1300_1_2020,1300,2020,5,1,Class_A,0
1301_1_2020,1301,2020,2,1,Class_A,0
1302_1_2020,1302,2020,1,1,Class_A,0
1303_1_2020,1303,2020,2,1,Class_A,0
1304_1_2020,1304,2020,3,1,Class_A,0
1305_1_2020,1305,2020,2,1,Class_A,0
1306_1_2020,1306,2020,1,1,Class_A,0
1307_1_2020,1307,2020,0,1,Class_A,0
1308_1_2020,1308,2020,5,1,Class_A,0
1309_1_2020,1309,2020,3,1,Class_A,0
1310_1_2020,1310,2020,5,1,Class_A,0
1311_1_2020,1311,2020,2,1,Class_A,0
1312_1_2020,1312,2020,0,1,Class_A,0
1313_1_2020,1313,2020,1,1,Class_A,0
1314_1_2020,1314,2020,1,1,Class_A,0
1315_1_2020,1315,2020,5,1,Class_A,0
1316_1_2020,1316,2020,5,1,Class_A,0
1317_1_2020,1317,2020,0,1,Class_A,0
1318_1_2020,1318,2020,2,1,Class_A,0
1319_1_2020,1319,2020,4,1,Class_A,0
1320_1_2020,1320,2020,4,1,Class_A,0
1321_1_2020,1321,2020,2,1,Class_A,0
1322_1_2020,1322,2020,5,1,Class_A,0
1323_1_2020,1323,2020,5,1,Class_A,0
1324_1_2020,1324,2020,0,1,Class_A,0
1325_1_2020,1325,2020,5,1,Class_A,0
1326_1_2020,1326,2020,2,1,Class_A,0
1327_1_2020,1327,2020,3,1,Class_A,0
1328_1_2020,1328,2020,5,1,Class_A,0
1329_1_2020,1329,2020,3,1,Class_A,0
1330_1_2020,1330,2020,5,1,Class_A,0
1331_1_2020,1331,2020,3,1,Class_A,0
1332_1_2020,1332,2020,5,1,Class_A,0
1333_1_2020,1333,2020,4,1,Class_A,0
1334_1_2020,1334,2020,0,1,Class_A,0
1335_1_2020,1335,2020,2,1,Class_A,0
1336_1_2020,1336,2020,5,1,Class_A,0
1337_1_2020,1337,2020,3,1,Class_A,0
1338_1_2020,1338,2020,5,1,Class_A,0
1339_1_2020,1339,2020,0,1,Class_A,0
1340_1_2020,1340,2020,1,1,Class_A,0
1341_1_2020,1341,2020,5,1,Class_A,0
1342_1_2020,1342,2020,4,1,Class_A,0
1343_1_2020,1343,2020,1,1,Class_A,0
1344_1_2020,1344,2020,2,1,Class_A,0
1345_1_2020,1345,2020,0,1,Class_A,0
1346_1_2020,1346,2020,5,1,Class_A,0
1347_1_2020,1347,2020,0,1,Class_A,0
1348_1_2020,1348,2020,1,1,Class_A,0
1349_1_2020,1349,2020,5,1,Class_A,0
1350_1_2020,1350,2020,2,1,Class_A,0
1351_1_2020,1351,2020,0,1,Class_A,0
1352_1_2020,1352,2020,2,1,Class_A,0
1353_1_2020,1353,2020,5,1,Class_A,0
1354_1_2020,1354,2020,1,1,Class_A,0
1355_1_2020,1355,2020,1,1,Class_A,0
1356_1_2020,1356,2020,0,1,Class_A,0
1357_1_2020,1357,2020,4,1,Class_A,0
1358_1_2020,1358,2020,5,1,Class_A,0
1359_1_2020,1359,2020,1,1,Class_A,0
1360_1_2020,1360,2020,5,1,Class_A,0
1361_1_2020,1361,2020,1,1,Class_A,0
